paragraph_id,question_id,answer
34,1751,Фацетный витраж
5893,413,3-6 %
2429,75884,лиричными и почти бессобытийными
9279,48713,Южный
3459,25384,отчёт о произошедшем
2897,10798,в национальную валюту
475,65877,до начала V века н. э.
13460,12130,из записи в Дневнике отзыва Стравинского
10223,23625,В конце 1940-х годов
13037,63178,в начале XX века
1757,38532,в единственном экземпляре
13731,29968,626
6874,20721,мусульманами
12674,72783,DJM Records Дика Джеймса
9160,19116,благоприятных для развития этой отрасли искусства
9464,79292,в начале XX века
11989,22198,Слабо- и сильноэлектрические рыбы
8828,7252,товарно-денежного
5503,77234,Ржанова крепость
10325,78666,в виде факела
1939,28945,Нагорье (Bergisches Land) и гористая местность Зауэрланд
1655,35562,около 1 часа 20 минут
5016,61724,Дыхание
6468,76133,30 июня 2011 года
8458,68715,8 января 1788 года
11399,75960,"компьютерная программа, фонограмма, видеокассета"
525,22271,язык-объект
6175,68466,нуклид
9417,48269,порядок формирования комитета
3564,2002,350 м
1901,76153,в подготовительной школе Стокуэлла
3046,56053,с 1996 года
9479,61657,Digimarc
8211,82596,кинетохора
4957,54819,ей необходимо юридически закрепить свои права на собственность
3691,34569,в 1920 году
15029,64031,30 000 видов животных
12931,32616,в журнале Таинственные рассказы
5829,60503,Успенский Адмиралтейский храм и колокольня Алексеево-Акатова монастыря
3068,30083,некоторые положения марксистской теории
4987,84343,Талгат Таджуддин
6959,4344,Тертл Маунтин
7444,9893,Юм
9495,47634,на срочных рынках
4694,28804,Спирты
6386,73571,электронная таблица VisiCalc
1274,10467,"электроника, рок-ритмы и расширенные треки"
4281,53968,сочетание nekem van
5175,53104,числовые значения не соответствовали греческим и эти буквы не пропускались
6818,66442,находятся наполненные материнской кровью углубления
4301,39825,земледелием
6147,76544,Поиск устойчивостей в рядах
10721,60966,телами нейронов и немиелинизированными нервными волокнами
2853,24944,возбуждают дела о нарушениях законодательства
7985,61048,"частные коллекции, собранные состоятельными людьми и впоследствии переданные государству"
1659,13651,В 1970-х
14994,84171,пойманные в стоячей воде
8311,67019,The Kon-rads
3243,76830,"Возрожде́ние, или Ренесса́нс"
10160,67460,Roland 909
14504,31946,руда
5964,20589,более чем 1000 отделений
11042,28074,в целом ряде кинофильмов
8598,38681,обращению в христианство
13737,40626,с 70-х годов прошлого века
8413,79123,10 мая
14162,48555,не соответствует характеру генетической изменчивости в природе
13707,61670,три
11202,54011,мужчин и женщин
7745,77494,оперу Зельмира
14950,62085,в городах Екатеринбург и Уфа
14506,42851,"280,2 км"
13520,39506,бывший дзинтюрики Трёххвостого
8783,68031,Осенью 1913 года
13530,54857,в виде жизненной необходимых поставок американской и английской военной техники
10502,24683,простые субстанции
8241,30523,более 24 % площади страны
5849,60167,1 мая 1753 года
3053,34752,15 января 2014 г.
8527,83784,концептуальный поиск
503,22610,только членов Русского торгового общества
9926,36967,ошибки и дефекты
2032,12944,387
4515,26602,вероятности
14465,55256,на берегу
7371,7652,юга страны
6936,57576,В 1865 году
1063,68972,в конце триаса
10323,81447,армада
7257,45284,с яблочным
11765,53173,развитие инфраструктуры и социальной сферы
2343,62541,от контактной сети трамвая
4157,60080,для приведения солдат к присяге
1226,31140,"законность династии, узурпировавшей трон Меровингов"
4115,72313,за 10 дней
7437,79420,сестринской семейству миксиновых
5986,82687,под свои шлемы
14905,1274,В 2014 году
8791,67811,в установлении земельной собственности
6160,10078,1911 года
1429,30,два
601,36208,статья встретила резкое неприятие
12506,50988,24 прелюдии
6823,57520,Станиславский
2613,43515,он стал новым стандартом денежно-кредитной политики
5730,46283,коракоид
3070,43522,возможность избежать многих ошибок
6712,15485,с гражданскими правами
12737,47513,1787 года
4587,1338,Типичные программные продукты
2552,74293,16 декабря 2008 года
2615,66635,"из тканей, образованных клетками"
5660,65536,в середине XVI в.
11920,58430,"3,97 — 4,05 г/см³"
8851,57064,плотную скорлупу
11763,30427,настоящих тканей
9754,30369,древнейших обезьяноподобных людей
14549,74180,на более мощном бездымном порохе
11427,21872,Английский физик и химик
2315,78476,Александрия
7495,4399,обобщения различной степени
10140,47073,к более тесному сближению Шлезвига с Данией
597,8530,целый класс лекарств
11173,73700,В 1937
10987,33473,в состав атмосферных аэрозолей
2423,56719,стекольной
9985,74803,двойными мембранами
2156,49389,"оформление рабочего места, мест отдыха, исключение монотонности в работе и т. д."
6528,46572,14 %
3978,39794,который критиковал отсталое правительство
11253,78638,до 40-46 дБ
3115,62936,113 %
15008,70387,суровой критике
8484,35980,с прекращением выработки фермента тирозиназы
2872,20388,от 4 до 12
14690,55750,своды унифицированных обычаев и правил
6651,5826,Мюллер-Фрейенфельс
12350,16394,несколько философских диалогов
12066,38070,В XX веке
11795,61476,"39,7 %"
6918,32808,троекратного
8890,19751,юпик
1437,29927,на усилении критического отношения к аристотелизму
13862,5634,они подвергаются большим единоразовым нагрузкам во время прохождения тяжёлых поездов
7676,83059,в Средние века
7955,43281,в социальном пространстве и социальном времени
1691,84061,асбест
3539,10295,типом
1124,52697,в Антверпене
560,8741,"Прокопий Ляпунов, Трубецкой и Заруцкий"
2895,56935,"из северо-западной Аравии, с побережья Красного моря"
3167,24025,в 1966 году
13445,8608,В 1987 году
6259,82155,только особо отобранных людей
3202,74701,Ф. Тейлора
10830,6236,в участии воды в образовании только метасоматитов
7991,40688,В 1948 г.
6536,17886,сумчатый крот
7175,15900,материальными единицами наследственности
3363,24204,"если действует условие P1,P3>P2"
7976,56728,бентосными макроводорослями
1435,906,Гении
7928,59116,из одного пути или нескольких
66,33075,выпущенных дебетовых карт
242,8594,водород
4452,61249,Семь из девяти регионов
14949,72243,на рубеже XIX—XX вв
9529,73449,О соловьях
12742,19577,43 тысячи
9108,25546,нового века
7690,42127,стимулирующая и защитная функции
66,73638,в Дании
762,79268,Взрыватели Pi-Dupl
1186,22750,самую разнообразную форму
3037,22293,черепицу
3844,14079,Билл Гейтс
13356,69600,авиация
8855,5676,"если компания требует, чтобы передаваемая им информация оставалась конфиденциальной"
9750,74386,музыка
13201,55340,На Филиппинах
6937,18283,единственным местом
13321,60926,до 1995 года
9160,81002,скульптуру христианство
12065,44339,ирландский художник Фрэнсис Бэкон
13531,54488,около 2 700 000 человек
14290,84367,распределения от богатых к бедным
145,75420,1921 года
10,26910,намного ниже
11789,22483,В июне 1788 года
3893,75088,Amblin Entertainment
14398,26942,Страницы сайтов
14335,26210,по линиям электропередачи
10400,7625,в 481 или 482 году
10012,43147,возникающим из развития самоидентификация
12232,53193,в 1950 году
1035,16116,А. Шлейхера Руководство по литовскому языку
3934,11537,с радикальной и консервативной
12465,44654,редко и только в особых случаях
11126,25589,подкожный слой жира
11156,4648,в 1880 году
5217,82419,Новая Гвинея
4621,30772,"тёплая, лето жаркое и влажное"
13643,5931,с Шарлем Нодье
10921,52684,часть информации о свойствах конкретного фотоматериала
6426,38145,с нерегулярным интервалом
9075,4287,А. А. Богомолец
7979,77824,в попытках сравняться с высокообразованными писателями
3896,40523,около 20 %
6551,59848,чилийская селитра
8159,377,Abbey Road
4971,45499,деноминированные в свободно конвертируемых валютах
7224,9431,простая покупка ценных бумаг
11785,45695,"богатыми поместьями, отнятыми у саксов"
13976,8989,жена Дуная
5737,66553,более приемлемыми электрическими свойствами
9991,61019,В 1513
10074,78051,Ибн Русте
5362,21239,"апологетическими, комплиментарными, маскирующими и выражающими"
8087,68248,"Sc.D., D.Sc., S.D. или Dr.Sc"
11885,39941,"согласуют наименование и количество товара, подлежащего поставке"
2186,51110,не позже следующего операционного дня после получения соответствующего документа
2729,12566,нахождение и управление ключевым ограничением системы
9988,8618,цирконий
8134,31705,кокаина
1997,26945,hulub /хулуб/ — голубь
11387,18557,золотую медаль по классу исторической живописи
7462,42425,в 1324
9614,36805,Машины времени
9192,67109,для усиления сигналов в сенсорах с ДНК-микрочипами
10425,43511,колебания делового цикла
7657,79354,в размере 45 тысяч рублей
12093,5507,просто доставляли
10881,31005,японец Цутому Тосака
1540,23616,Неудовлетворительное
14748,8763,более 1500
2363,22658,поскольку новосинтезированная ДНК неактивна
11643,41877,Закон
800,19496,с названиями древних японских путей
1060,74536,Совет по всеобщему образованию
8587,21844,умные Силы или Умы
10630,56932,ввёл прозаическую комедию
13982,43684,пять лет
12168,61104,двенадцать
8504,20956,унуноктий
14973,41050,финансового
7881,74984,из еловой щепы
8693,12051,с красной окисью ртути
9167,54870,у обитающих в траве медведиц Callimorpha и совок из группы Leucanilis
470,33543,единые для всей страны высшие органы государственной власти
5780,21585,около 150 млн человек
6933,46532,любое утверждение в философии должно удовлетворять критерию проверямости
7396,2049,2001
10877,23868,в конце XIX века
3512,17076,"жаростойкость, прочность, биоактивность, управляемая электропроводность"
6695,78797,4-й пакет
6864,34524,Плотин
12650,74892,Рамы
8099,32269,"призвали германцев, и объявили ему войну"
11231,58985,после поступления прокурорского протеста Генеральной прокуратуры
13708,70663,Николай
4252,10946,одна путёвка в вышестоящий дивизион разыгрывается в ходе плей-офф по окончании сезона
2252,21005,на английском
13311,82029,о торговле
4058,12552,"малый, средний и крупный бизнес"
12977,56757,Священные тексты
5716,14931,"о существенных изменениях в морфологии, экологии и эволюционной истории организмов"
10670,37796,с финансированием его проектов и провала фильма Под стук трамвайных колёс
3416,70538,индуктивное
8092,52612,примесей
11005,36039,Вильям Гарвей
11455,64022,пост К. Золотаса
6500,73894,носитель классицистичного сознания
6346,83053,до 1990-х
9047,21056,В возрасте трех лет
11353,11060,Главный герой
8042,47493,0.8 м/с
2875,27091,в голландско-латинском словаре 1599 года
8760,31180,В современном
10220,74300,к определённому пределу
11253,26541,решение проблемы шума
2132,41425,"В своих Жизнеописаниях наиболее знаменитых живописцев, ваятелей и зодчих"
2936,46809,из 55
13213,66926,"орнитоптеры, аполлоны, тейнопальпусы и другие"
1365,75849,как источник права
14007,38342,гликозиды с цианистой группой
3421,24870,третье место
13497,23019,при работе подшипника катятся
806,80463,Профессиональные школы
7483,19878,с несовместимостью старых приводов с этими новыми дисками
7331,62048,в течение двух недель
918,13503,джати
5307,39894,государственные
6643,71204,путём установления рациональных связей (коммуникаций) между ними
2613,13771,Новая Зеландия и Канада
7126,9406,"Дагомысчай, Солохаульский чай, Мацестинский чай, Хоста чай, Шапсугский чай"
11810,13323,в начале 18 в.
9026,73009,"черты зрелища, коммерческого мероприятия"
10461,52531,на Homoneura
5190,31778,около 4 млрд м³
15029,31281,главным образом отходами
9638,27778,учёный отрицал какое-либо родство упомянутых языков
6808,19102,тусклой и сухой на вид
4328,81510,в столицу из Парижа для погребения
10480,37523,не применяется
10064,19034,После принятия христианства
8252,51413,параллельного
477,50892,"упразднённых волостных сходов, правлений, судов и старшин"
15065,9852,по ленд-лизу
14012,16856,погодные явления
9883,30928,Олег Шеин
9600,16167,мотопланёр
6336,35865,с 1924
550,65446,Кёльнский преториум
15046,22130,все права
13647,64917,на количество денег в обращении
8680,15422,в Лондоне
2396,47655,солнечное затмение
7281,78642,грамотрицательных бактерий
14556,57669,Фокусное расстояние
7650,50669,Победа над неверными
3474,58362,с самим Ботвинником
9491,82175,молекулярными часами
15109,26053,Крупные парки
5846,47718,в 1860 году
4582,52727,по типу ящериц
119,26426,полуофициальный статус
11426,42998,Малый театр
9137,39435,обоснованным обращение военнопленных в рабство
3694,36636,Параллелизм
2928,30747,реорганизовал осколки итальянских владений в пять провинций
10767,72940,гормональной системой
12189,43481,"Несколько десятков римско-католических костёлов, православных церквей, греко-католический и протестантские храмы"
13372,36752,В июне 1947 года
5907,47911,XVII века
5025,46156,"в области фонетики, так и в области морфологии и синтаксиса"
7042,57923,филиал Истерн Банка
845,27492,Рецептура прозрачного стекла была известна ещё в древности
10494,33180,В конце 1939 года
521,45046,в Вильгельме Телле
4702,77538,В начале ХХ века
6389,25716,Митрополит Антоний
14442,27151,в виде независимой частицы
14281,40199,В 2011 году
3383,4806,Baba O Riley (Teenage Wasteland) (англ.)русск. группы The Who
4273,15539,"локомотивы, использующие паровой двигатель"
10905,78592,цена их ниже
13634,24627,если при создании репродукции был внесён оригинальный творческий вклад
8118,60691,питательные вещества
7666,31310,1879 годом
3629,39134,термодинамическая температура
14887,22576,к концу 2013 года
5486,52265,осуществление силами НАСА и ЕКА межпланетной миссии
14396,11373,рипуарские франки Сигиберта Хромого
2893,80565,в 2001
11545,79612,"снаряд, заряд, запальную трубку и капсюль"
1519,10390,фонтан Гудвина
13466,63936,до 46 узлов
12995,7165,"как правило, 50 000 атмосфер"
12911,1924,иметь своего представителя в совете директоров
13927,80640,в 1991 году
8334,26964,В 1724 году
8445,72692,"в порядке, установленном главой 26.1 Налогового кодекса РФ"
1608,57702,в Югославию
457,21068,парные мешки
15080,50869,to address as you
7498,13021,владельцы и менеджеры
6963,3198,на $1 млрд
4052,21022,флаг Соединённых Штатов
3526,51726,В 1923 году
14360,51538,инструменты конверсионного маркетинга
10041,20583,1 798 980 раз
3037,63307,кожи противостоять высыханию
7405,46344,в Южной Швеции
3961,38239,свои рукописи
12980,38038,человеческое финансовое поведение
9694,56955,В 1915 году
9491,45368,естественных
8254,7466,католиками
104,38988,около 800 м
4517,47777,13 августа 1915 года
1921,51167,Первый заместитель председателя комитета Госдумы
3732,71099,цена будет расти до тех пор
6652,58442,правая дуга аорты несёт кровь к мозгу
3672,40059,к фундаментальным физическим постоянным
10222,16079,Агрегация белков
9567,58939,прасаамский язык
10497,78752,группа протеинкиназ семейства Wee1
5473,25982,к лавинам и селям
11617,40683,2153
2761,60939,"в качестве автохтонного, доиндоевропейского населения Центральной Европы"
5147,79105,исключительной завершённостью стиля
5186,70120,Вирусами
11785,69751,при Генрихе VIII
13092,70360,412 г
4830,9522,12-летнее
6771,34239,Около 589 года
13445,78435,В 1987 году
4967,48108,В 2007 году
12361,34107,оптические
12457,24747,В Боготе
10297,39452,"OLA, operational-level agreement"
7040,62275,индивидуальные впечатления и соображения автора по конкретному поводу или предмету
9845,84225,Конопляная ткань
8386,44317,подземка
8171,13499,в силосах
5395,23729,применение интегральных капиллярных материалов
12297,21410,исключительного совершенства
9043,51824,к крупнейшей бенуэ-конголезской семье
528,43503,обычного права Древней Руси и княжеских уставов (указов)
4860,53139,Ворошилова и Тухачевского
7732,148,ретроингибированием
12906,50166,в 1960 — 1970 годы
4093,68905,Летом 1843 года
7342,56322,Местная аристократия
9106,82740,кесарево сечение
2894,14471,с использования природных пластических материалов
8589,15092,из-за большой массы им
10459,51655,неизвестное множество исходов
9694,21753,мать
1818,51323,"от 1,1 до 1,9 миллиона объектов"
13706,10209,19 февраля 1946 года
7240,34207,Лавуазье
3565,64810,около 2400 года до н. э.
12685,3833,Численный коэффициент
262,178,Высшие разноусые бабочки
1138,54341,из понятия равновозможности
12829,34700,со второго места
14155,18377,эмфизема лёгких
8851,66451,сперматофорное
10179,77979,автоматическая электронная система
7867,59067,о помиловании цареубийц в духе евангельского всепрощения
3071,7347,договором цессии
7424,11315,Для говоров русского языка
8391,3948,Treasury Notes
11816,44002,из любви к Богу и без какого-либо вознаграждения
8140,17880,кинопремией Сатурн
7522,35721,В 501 году
5451,8147,скоростной трамвай в том числе подземный трамвай и городская железная дорога
10427,16992,опыт
8073,71405,квадрату радиуса
8050,23843,В 1987 году
12098,83410,В конце 1960-х годов
8675,1730,ионообменная диффузия
5886,66392,"слоистых, слоисто-кучевых"
14284,81146,по просьбе матери Фишера
5956,10899,13 октября 2009 года
59,31085,"не рассматривались в качестве серьёзной литературы, их создание казалось совсем не трудным"
10516,50601,в России и странах СНГ
14499,78651,Феноменология
11519,36854,два брига
11889,51603,Фалес
12885,44770,"оценок отлично, включая оценки по итоговой государственной аттестации"
5716,28716,монофилетическое выделение над парафилетическим
2497,533,В 1948 году
11407,51116,На стадии бластулы
14252,18062,(37 на 4 м
3549,68242,с Саконом и Уконом
10767,66864,синусовой железой
11279,40809,в месторождениях Турции и Ирана
10344,43377,"пище, одежде и т. п"
12378,40984,вероятностный процесс изменения частот генов
8924,67330,Марио Маккаферри
13380,21455,с петицией ряда офицеров
4598,34321,Z > 92. Таким образом были открыты нептуний (Z = 93
3019,53588,в Макао
3598,22081,Отца Моего Небесного
682,23304,Картонные крылья любви
455,72417,В мае 2016 года
3721,40737,ксерофильными колючими лесами и зарослями кустарников
8984,47296,под управление императора Священной Римской империи
8596,81375,около 70 %
12476,84161,в детском отделе Harrods
3709,83475,к интересующим его люминофорам
13656,12543,Микеланджело Ланчи
2666,65712,29 марта 1864
7793,24634,Шталем
3254,50340,люди
1378,54322,ди Лодо́вико ди Леона́рдо ди Буонарро́ти Симо́ни
8382,73183,0
9045,33303,4 ст. 15
4290,72255,максимизацию полезности
206,14962,транспортировать грузы на большие расстояния
5814,8067,официальной русской версии Статистической классификации видов экономической деятельности
103,64869,Справедливое распределение обязанностей между работниками
5804,58501,В 2008 году
10461,30214,для обозначения нетаксономических групп в пределах отряда
13637,75482,германский император Франц I
11816,13481,назначение главным архитектором собора Святого Петра
9504,63503,переход к архитектуре Джона фон Неймана
13062,6963,художники 2000-х годов
1892,51019,данные банковской карты
4337,9016,по голой равнине
13803,55207,саундтреком к советско-российской истории второй половины прошлого века
846,72161,в свой дом в Уппсале
11635,49310,В 2007 году
13715,30613,на численность четырнадцати видов аборигенных рыб
13947,35866,во времена промышленной революции в 19 в.
3828,27362,навестить свои родные края
12897,81238,"смысл философии компании, бренда, товара или услуги"
6897,21006,его рабами и холопами
8410,33034,огромный массив суши
13597,45983,ценовая война
4169,8846,на 1 бит
3404,38864,Рима — Остию
14147,38438,ФРГ и Швеции
3032,73594,по 4 очка
13877,27962,различные пигменты
4414,45773,житейская неустроенность
736,17741,Глеб Владимирович
7073,71601,на звание нового искусства
5379,64153,"кыш, Кыся, Маркыч"
3631,46791,отказываться от привычного образа жизни и жить только в резервациях
14398,67953,HTML
12835,64211,почти 44 %
6833,60763,что Параграф 23 Закона о Манитобе
7061,51156,Agfa
2514,3184,У ямкоголовых
11628,27189,Марка Аврелия
4006,14017,Многослойное травление
10362,67186,на вероятность производного события
5944,50662,естественной наукой
5042,25730,новые аллели
10408,66716,Гекатей Милетский
8551,67039,мало
9591,16158,Бартоломеу Диашем
5483,56733,в Латинской Америке
14419,39728,Большими сложностями
7600,46359,две тысячи
6786,18442,В конце 1960-х
8600,4566,заголовки
4477,72832,вследствие материальных противоречий в производственной основе общества
6287,29967,Поль де Шомде де Мезоннёв
11973,18726,традиционно ингерманландской
9400,17766,"визуальным воздействием, структурой и тематикой"
12216,66706,зерновые культуры: просо и сорго
3525,36767,с 1828 года
7217,34361,"я, ты, он, кто, что и др"
6041,34805,как опору непрерывности в природе
6579,69587,В феврале 2015 года
12038,84153,Альдом Мануцием
4983,19840,опытные тестеры
11678,5609,гемоцианина
6978,2467,"Ciris, Moretum и Сора"
12134,72569,восточноболгарские
4728,33979,executive и менеджеры
7153,78674,в седьмой — выдвинута на максимально возможное расстояние
3340,25933,83 167 избирателей
2481,21103,в Флориде
12916,64412,попытками рационально обосновать христианство
4893,28493,Remember Who You Are
14187,35895,Островская песнь и Кунгутина песнь
4963,38023,греческой буквы λ (лямбда)
5755,20458,к царившему в доме Майковых романтическому культу искусства
6099,19104,Густав Васильевич Тринклер
2788,41910,в 2004
11585,82930,1 марта 1698 года
5578,36489,предприятия по ремонту промышленных изделий
1978,59984,Теория нейтральной эволюции
11303,51668,благодаря разности скоростей
13324,67406,НАСА
13087,68982,от посадских
5632,28732,очень похожими
3441,78210,американским лингвистом Джозефом Гринбергом
2594,53043,хозяйственный расчет
10494,71269,высотой существующей контактной сети
10607,23010,микрофибрилла
6161,65120,существенное несовпадение фонемной системы
9181,15783,"Русскими сезонами Дягилева, искусством Египта и Востока"
241,74340,в XX веке
6606,15075,старейшее
9279,73165,Южный
11902,80930,газами
8170,57362,Критики единогласно провозгласили новые песни Дилана лучшими с момента выхода Desire
2085,19280,Декларации Организации Объединённых Наций о правах коренных народов
14780,42921,нейтроны альбедо
1364,11816,В 792 году
959,8779,равномерно побледневшими
7421,62420,существующий мир создан Богом как наилучший из всех возможных миров
12973,44802,обычные кинофильмы
1194,8074,лекции римского права
5121,70492,SDTV
4389,18083,"белки, жиры, углеводы"
7513,60380,на жёсткие (алюминиевые или стеклянные) пластины
11580,63747,В 1921 году
5598,53145,с минерального
14074,71185,с начала VI века н. э.
3526,48182,Господина из Сан-Франциско и Сны Чанга
7974,50691,герцог Беневенто Гримоальд
5169,20553,более половины
6123,11849,"10,0%"
11379,51484,позитивизма
12938,72801,Мужчины чаще женщин
13847,25459,Кристофер Делл
5443,18592,примитивных
4273,8125,"уголь, нефть или древесина"
14197,27699,"в обычной, резкой и независимой манере"
1948,50822,10 мая 1950 года
7971,68182,в период анафазы
1024,64257,многие синтетические проявляющие вещества
12378,82829,в популяциях относительно небольшого размера
4602,22615,как в раю
6465,54239,до 1000
4717,48439,Карлом Якобсеном
7440,18946,из верхней и нижней полой вены
11558,2720,выплавка гранитов из метаморфизованных осадочных и магматических пород
14153,7973,Я просто певец
373,34253,в своём адресном пространстве
1159,76605,Газовые лазеры
7243,63051,новыми досконально проработанными началами
4996,73546,в жаркий период лета
2024,48765,острые и хронические
14233,73163,А. Лавуазье
6703,40838,В 1560 году
3807,74354,В 1975 г.
14746,48781,право на участие в управлении обществом
9066,4431,с помощью того или иного термометра
1015,49371,к I-му классу по радиоактивности
13373,65543,кафедра управления инновациями
8458,67738,7 мая 1788 года
8905,63549,не превышает 12 — 14 мм
7764,9757,"пластичный, ковкий и легкоплавкий блестящий металл серебристо-белого цвета"
9088,30937,Система заказа деталей и узлов по тарному канбану
1416,25615,Глина
10890,50591,более 700
399,21942,на английском
9881,73177,"на их антидетонационных свойствах, выраженных в октановых числах и в единицах сортности"
12173,82585,прокариотические эндосимбионты
9172,45996,"в период династии Хань, с III в до н. э."
11351,50150,"говорил так по хитрости, рассчитывая узнать, не остался ли ещё кто-нибудь в живых"
7215,72704,"национальной регбийной сборной команде, Федерации регби России"
8961,59132,самолётом Ан-24
6866,62685,в местечке Вундед Ни
4367,11230,серию изображений
3794,40867,узкую полосу срабатывания
14492,25953,ничтожно
5967,30366,асфальтобетон
9822,80253,немецкого идеализма и критицизма
9810,48342,с 1 января 1999 года
2126,30485,$400 млн и 70 тысяч
10442,55603,Начиная с 1983 года
4114,32129,на основании их происхождения от различных предшественников
1341,67335,только владельцем счёта
11466,5925,с производственной
3400,56831,7 правилу 2 Вселенского собора
12458,74609,что финансовая реформа пройдет без создания центрального банка
8584,46690,когда плотность газа мала
2357,29959,за использованием средств
966,10855,Польского комитета
7654,5088,до III века н. э.
3947,13551,по цене содержащегося в них металла
8386,79660,применительно к российским метрополитенам
6448,72803,ARPANET
4609,32914,Об основах государственного регулирования торговой деятельности в Российской Федерации
14869,10969,Токи Фуко́
14289,59605,адъюнкты (1804 — 1863) или доценты (1863 — 1884)
6156,57983,акцепторные или донорные уровни
3628,24695,нескольких фортепианных пьес
11326,13991,Между Эммерихом и Клеве
5993,45146,с работой Морриса Халле Звуковой строй русского языка
3374,76905,дальнейшее повышение
7256,39952,центробанки
11966,57941,в заливе Специи
7383,8753,16-значный
12720,8087,в глюкозу в процессе глюконеогенеза
10716,41100,количество раздражителя является чрезмерным для организма
3271,4624,жанр
12653,63087,"нация, народность, племя"
7362,5419,для получения прокатных фильмокопий
8283,56303,Большого театра
9071,75823,Петербург — Царское Село — Павловск
13557,38564,от синапсид из группы цинодонтов
12852,50358,треть
12809,60540,импактным кратером
6592,52010,"венозный синус, предсердие, желудочек и артериальный конус"
11323,53584,Управление активами
2929,80011,аулами
380,11777,"27,3 см"
12793,82065,"2,9 %"
9261,55200,компрессором
506,35700,"к чужеродным для данного организма веществам, антигенам"
14281,38965,более 60 000 человек
7757,54170,в разработке этих трёх неразрывно связанных аспектов
827,21741,Эйнхарда
4859,30817,синтез молекул РНК на матрице ДНК
10760,10877,"одинаковые полюса отталкиваются, противоположные притягиваются"
7079,56260,рисунок на крыльях
3434,27208,Японией от Китая по Симоносекскому договору
930,41422,водородные связи рвутся
6744,51198,на 18 минут
9169,47181,в неживой природе
5231,5667,"75,2 млрд руб"
12745,4095,всё реакционное
12540,53876,в Бельгии
89,77947,В 30-е годы ХХ века
6425,1357,не влияют
3666,78908,летом 1949 года
1150,55744,посредством фотосинтеза
1124,20986,в Брюсселе
333,20375,в 1787 году
11557,9780,две параллельные крепостные стены
2962,81716,ничтожность сделки
8400,22345,в провинцию Реция
83,70379,все имеющиеся жанры
2220,82168,с помощью Галилео
8846,38535,В XIX и начале XX века
922,12200,"Вследствие наличия эксцентриситета 0,011"
4370,15156,В начале XVIII века
10379,47211,в 1415 году
2628,54947,трудового коллектива
6273,82882,"может значительно увеличить доход интернет-магазина, благоприятно повлиять на поведенческие факторы пользователей"
2480,40065,более доступны по всему Евросоюзу
4683,77719,В 1906 году
6925,2439,в августе 1994 года
6808,70679,Перед линькой
11410,52614,"США, штат Пенсильвания"
9282,45666,В 1939 году
6161,43844,испанский алфавит
4977,35804,спинномозговые рефлексы
1467,2094,В июле 2004 года
13494,51884,650 мг/100 г
376,2818,"уездные города Саратовской губернии Царицын, Дубовка, Камышин"
6360,7530,"технического, организационного, экономического и другого характера"
8577,26067,Эсенбога
13010,56056,Interserve
9787,6900,мизинец
11929,6702,Линии метрополитена могут прокладываться
10090,10930,"щелевым, а второй — взрывным"
12176,13977,меньше
1391,60213,третья
14192,39868,О предприятиях и предпринимательской деятельности
4903,38955,со своими подчиненными
10339,6124,написанием нескольких сатирических песен
10304,26835,экологическую
8487,48411,"тетрагидрофуран, пропиленкарбонат, метилформиат, ацетонитрил"
3499,28895,оказался не универсальным
14886,27137,с Англией
9877,12523,поддерживать соответствующую капитализацию и эффективно управлять рисками
12825,75892,Идоменей
14892,1586,царский сенат
2890,43500,В 1831 году
7304,37899,художественный очерк Благодарная почва
14820,76811,с XIV века
13347,26545,100 — 300 мм в год
8079,9598,второстепенное
6681,35222,Тургенев
13524,17601,ПАО Калмнефть
12030,62892,20 км
1876,32906,на сайте Российское образование для иностранных граждан
10780,39180,В Средние века
12879,82570,Гераклом
12563,67608,Л. И. Борисов
2086,63448,В начале 2005 г.
13424,83470,поиск дополнительных мест работы
6495,17335,при Генрихе IV
8294,34303,возможные типы и классы космических кораблей
425,72720,TET-1
9757,23515,В городе Чунцин
11024,11478,от простых систем отслеживания мест движения техники
3628,12821,"великолепной гармонией, стройностью и лаконичностью"
4418,5039,в составе капсида
7752,30548,Полития
